CueShowTime,ObjShowTime,ReactionTime,Location,Scaling,StimType,Guess,Correct
1723065849541,1723065850677,1723065851673,1m,1,word1,word1,True
1723065852183,1723065853637,1723065854134,1m,1,word1,word1,True
1723065854644,1723065856254,1723065857288,1m,4,word3,word2,False
1723065857799,1723065858925,1723065859439,1m,8,word2,word2,True
1723065859949,1723065860811,1723065861296,1m,1,word2,word3,False
