CueShowTime,ObjShowTime,ReactionTime,Location,Scaling,StimType,Guess,Correct
1723068585168,1723068586263,1723068586831,0.5m,8,word1,word1,True
1723068587332,1723068588111,1723068588641,1m,1,word1,word1,True
1723068589143,1723068590511,1723068591494,8m,2,word1,word1,True
1723068592006,1723068592822,1723068593469,4m,2,word2,word2,True
