CueShowTime,ObjShowTime,ReactionTime,Eccentricity,VerticalEccentricity,StimType,Guess,Correct
1722997536359,1722997537398,1722997537930,0,0,CanvasE,CanvasE,True
1722997538432,1722997539691,1722997540184,30,-15,CanvasE,CanvasE,True
1722997540692,1722997542007,1722997542682,-30,15,CanvasP,CanvasP,True
1722997543188,1722997544796,1722997545433,15,0,CanvasP,CanvasP,True
1722997545942,1722997547430,1722997547905,-15,0,CanvasE,CanvasE,True
